,name,line
5162,Snow,Look for the moonstone that was used as the medium.
5163,White,"Unless we purify the moonstone, the Umbra Volans will materialize, and the dead will start to come back to life."
5164,Shino,This is a great opportunity to make a name for myself. I'm headed to the capital.
5165,Cain,I'll go too. I need to report this to Prince Arthur.
5166,Heathcliff,"I'll join you. What will you do, Sir Snow and Sir White?"
5167,Snow,"Dusk is approaching. Once the sun has set, Oz cannot use magic."
5168,White,"Owen isn't around, so we need to secure Mithra's assistance. Sage, do help us convince him."
5169,Akira,I understand.
5170,Snow,"Thank you. Mithra has been very irritable lately, you see."
5171,White,It must be due to sleep deprivation. He needs to stop staying up all night......
5172,Akira,"Cain, Heathcliff, Shino. I'm counting on you."
5173,Shino,We're headed off.
5174,Heathcliff,"Please take care, Sir Sage!"
5175,Cain,I apologize for leaving your side. Please leave the capital to us.
5176,Akira,Got it! Please take care!
5177,Narrator,"The dead are coming back to life tonight...... I think of Snow and White's words, and a chill runs down my spine. I need to do what I can, and face each task in front of me in order to protect everyone. I take a deep breath and leave the room."
5178,Snow,"Mithra. Now, Mithra."
5179,Mithra,What is it now...... People certainly enjoy speaking to me today.
5180,White,This isn't the time to be lazing around. We're in serious trouble.
5181,Mithra,Whose trouble? Not mine.
5182,Snow,It will eventually be yours. Some people tried to summon the < Great Catastrophe >.
5183,Mithra,The < Great Catastrophe >......? Why? Are they perverts?
5184,Snow,Are they perverts?
5185,White,Maybe it's their kink?
5186,Akira,"W-we don't know what their goals are. But according to Owen, someone named Nova is involved."
5187,Mithra,Oh. I've never heard of him.
5188,Snow,"If we leave him alone, he might do the same thing again."
5189,White,"For now, the capital at Central is about to fall into grave danger. Could you lend us your strength?"
5190,Mithra,"No, that sounds like a pain......"
5191,Snow,"Mithra, dear!"
5192,White,"Mithra, dear! Be a good boy!"
5193,Mithra,"Couldn't you just ask Oz? That man can basically handle anything. Oh, right, he can't use his magic. How useless......"
5194,Oz,The sun is still up. I can easily cast a spell right now.
5195,Akira,Oz......
5196,Oz,"Would you like to see if I can control you as I wish, Mithra?"
5197,Mithra,And in turn I will make you my slave at night. Threatening me like this - you must have a request to make of me.
5198,Oz,I do not make requests. For wizards do not act on requests. I always follow my own will.
5199,Mithra,Exactly. I'll be a savior once a year - that's more than enough. I will spend the rest of the day sleeping.
5200,Oz,............ I see.
5201,Snow,O-Oz......
5202,White,Were you trying to persuade him without a plan in mind......?
5203,Oz,............
5204,Snow,"Oh dear. So you just made Mithra mad, then......"
5205,White,If only Oz had a tiny fraction of Figaro's silver tongue......
5206,Oz,......That's enough.
5207,Akira,Where are you going?
5208,Oz,I'll put an end to everything before night falls.
5209,Mithra,Oz. May I ask you something as well?
5210,Oz,......What is it.
5211,Mithra,"Why did you choose to serve? You used to be an emotionless, absolute ruler. Why should you care about the Central capital? You've been acting strange these past ten years or so. It's strange that you were summoned as a Central wizard in the first place. You're a Northern wizard through and through. You have no connections to Central Country whatsoever."
5212,Oz,............ There is no reason. I simply live as I please.
5213,Mithra,"Oh, is that so."
5214,Narrator,Oz turns to walk away. Mithra closes his eyes in boredom. I pause for a moment before deciding to tell Mithra.
5215,Akira,Oz...... I think Oz found something precious to him.
5216,Mithra,......Something precious?
5217,Akira,"What about you, Mithra? Don't you have something precious that you want to protect...... Could you please lend us your strength to protect that?"
5218,Snow,"Mithra's connections with other wizards are few and far in between, after all......"
5219,White,"He was close with Tiretta, but she has turned to stone."
5220,Akira,Tiretta......?
5221,Snow,The witch who raised Mithra like a mother.
5222,White,Weren't they lovers? Though Tiretta ultimately married a human.
5223,Narrator,Mithra raises his eyebrows at Tiretta's name.
5224,Mithra,"She was neither my mother nor my lover. Just an old, troublesome connection."
5225,Snow,"Is that so? When Tiretta found you as a child, she said, ""He's handsome, so I'll make him my lover."""
5226,White,"But then she said, ""He grew up to be a pathetic man, so I decided against it."""
5227,Mithra,What a rude woman.
5228,Snow,"On the other hand, the Southern brothers grew up to be such good children. Rutile and Mitile are both so amiable."
5229,Mithra,Rutile and Mitile? Do those two know Tiretta?
5230,White,"What are you saying? They're Tiretta's sons. You were invited to Rutile's birthday party, remember?"
5231,Mithra,Tiretta's sons......?
5232,Narrator,"Mithra's eyes open wide in shock. And then he jolts up, putting one hand to his mouth like he's just recalled something."
5233,Mithra,Ah......!
5234,Snow & White,Ah?
5235,Mithra,......This is bad......
5236,Narrator,"Mithra turns pale in an instant. He stands up at once, and lifts his hand. Hurriedly, he draws a large rectangle in the air like he's tracing an invisible door."
5237,Mithra,<< Arthim >>
5238,Narrator,"The next moment, a completely different sight lies before our eyes: it's as if only that particular segment of space has been torn out of the air. On the other side lies the Central capital."
5239,Snow,"So you're finally in the mood to help us, Mithra."
5240,White,"Right, right, teleportation is a piece of cake for you! So you're going to take us along?"
5241,Mithra,"No, this is a personal problem."
5242,Snow & White,"Mithra, dear......!!"
5243,Mithra,Excuse me.
5244,Narrator,"Before we know it, Mithra has vanished. The rest of us, left behind, just stare at the space where Mithra had been in blank amazement."
5245,Akira,We couldn't persuade him......
5246,Snow,"No, I think that's not quite true."
5247,Akira,What do you mean?
5248,White,Judging from how panicked Mithra was...... He might have made some kind of promise with Tiretta.
5249,Akira,Promise......?
5250,Snow,"Wizards use magic with their hearts. If they betray their hearts...... If they break a promise or a contract, they lose their magic."
5251,White,"That is why wizards do not make promises. Because when a wizard makes a promise he cannot keep, the mysterious powers he once controlled refuse to do his bidding."
5252,Snow,Tiretta predicted her own death before she gave birth to Mitile.
5253,White,There are only so many promises a mother would ask a powerful wizard to make if she foresaw her own death.
5254,Akira,A promise Mithra made with Tiretta......
5255,Narrator,"I recall what Rutile said to me before, and come to a realization. What a young wizard who was a friend of his mother's said to him as a child...... ""No matter what happens, I will protect you and your brother."""
5256,Rutile,"Sigh...... I guess Mister Mithra really forgot...... It happened a long time ago, after all. It makes me sad, but there's nothing I can do about it......"
5257,Riquet,<< Sunrotea Edif >>
5258,Central Country child,Woah...... Magic sugar......
5259,Riquet,It will help you recover your strength and lift your spirits - it can also work as a slight protection charm.
5260,Central Country man,How much should we pay you......?
5261,Riquet,No; I can't accept payment. Please make use of it.
5262,Central Country man,Thank you!
5263,Riquet,Fufu...... Everyone is happy.
5264,Mitile,"Riquet, your sugar is so neatly-shaped and pretty!"
5265,Riquet,"Mitile, your sugar was also solidly packed and very delicious!"
5266,Mitile,Ehehe. Let's trade later!
5267,Riquet,Let's!
5268,Figaro,"Sigh...... We still have lots of patients. There are fewer people with serious injuries now, but it looks like a lot of folks are having trouble sleeping."
5269,Rutile,I heard the same thing. Apparently there's an eerie sound coming from below the earth.
5270,Figaro,"The air kind of feels dark, too - there was more rubble last time we came, but it seemed more lively. ......Maybe it's because of the magic circle in the Lunar Eclipse Palace, but I'm also getting a really awful feeling. Bradley, do you notice anything? Huh? Bradley?"
5271,Bradley,"Alright, we made it inside. But what the hell's going on here......? The underlying balance is in complete chaos - there's no sense of order anywhere."
5272,Nero,"The Western wizards didn't make it sound this bad...... Maybe the contamination spread? Hey, I really think this is a bad idea, Bradley."
5273,Bradley,What are you saying? We already made it this far. Just leave it to Bradley the Great. Let's get started. First up is the treasury......
5274,Narrator,(Cawing)
5275,Bradley,......!
5276,Nero,......!
5277,Bradley,"Watch out, Nero!"
5278,Nero,I can sense it approaching. Here it comes. But from which direction......
5279,Narrator,(Cawing)
5280,Bradley,From below! It's gonna swallow our shadows......!
5281,Nero,<< Adnodus Omnis >>!
5282,Bradley,You all right!?
5283,Nero,What the hell was that!? The shadow just passed beneath our feet!
5284,Bradley,"It's slithering up along the walls. We can't crush it if it has no physical form. Come on out, you overgrown chicken! Is cock-a-doodle-doo all you know how to do!? If you face me fair and square, the great Bradley will be your opponent-.... ............!"
5285,Nero,Hey...... What the hell is that...... Something's coming out of the wall......
5286,Bradley,That hugeass beak......?
5287,Nero,Haha...... Isn't that nice. It wants to play with you.
5288,Bradley,"Hey, nobody told me it was gonna be such a huge fucking bird!"
5289,Narrator,(Cawing)
5290,Bradley,Run......!
5291,Nero,..........You're always like this! You taunt the enemy without thinking about what's going to happen next!
5292,Bradley,Just run!
5293,Nero,I'm never tagging along with you again!
5294,Bradley,"Okay, I get it! Let's leap out of that window! You take the right, I'll take the left! Let's go!"
5295,Narrator,(Crash)
5296,Narrator,(Cawing)
5297,Nero,......The Lunar Eclipse Palace is gonna fall apart!
5298,Bradley,"That bird is fucking gigantic! How did it fit into that palace!? Ah, dammit, it's coming this way......!"
5299,Nero,Yes! Right was the better window! I'm always choosing the right from now on!
5300,Bradley,Stop prattling on and help me out here....!
5301,Nero,"If you can turn it into grilled chicken, I'll carve it up nice and proper for you!"
5302,Bradley,"Tch......! I'll shoot you down with my rifle, you giant bird bastard! << Adnopotensum >> !"
5303,Narrator,(Bang)
5304,Nero,You hit it......!
5305,Narrator,(Cawing)
5306,Bradley,......It's running away. Ahaha! Take that!
5307,Nero,......Hey...... It's headed towards the capital......
5308,Bradley,What......?
5309,Nero,"......If that thing starts rioting in the city, it's gonna be a total disaster! I need to do something......!"
5310,Bradley,"What, you're going!? I thought you hated humans!? What a joke, Nero!"
5311,Nero,Shut up! You don't need to come with me!
5312,Bradley,"Hey......! ............ Tch...... Fine, fine..... I can't have some damn bird messing with the rubble that I cleared up! Wait up, Nero!"
5313,Central Country man,This wind feels really creepy...... It's all warm and moist like someone's breath......
5314,Central Country man,The sky is a really eerie color too...... It looks as red as a forest fire......
5315,Central Country man,"......Hey, don't you hear something......?"
5316,Central Country man,Don't scare me like that......
5317,Central Country man,But I can hear it...... It sounds like an army of bees buzzing...... Or an excited cow panting......
5318,Central Country man,"I want to go home before night falls, but it's getting dark already......"
5319,Central Country man,"......Ah, the sun is setting......"
5320,Narrator,(Hoot)
5321,Central Country soldier,Ugh...... What an awful night keep watch over the cemetery......
5322,Central Country soldier,We have no choice...... Sir Nicholas said that we can't let the wizards cause any more commotion.......
5323,Central Country soldier,......Ah.
5324,Central Country soldier,What......
5325,Central Country soldier,......Do you hear something......?
5326,Central Country soldier,"Cut it out, don't scare me......"
5327,Central Country soldier,"......Hey, don't you hear it...... It sounds like something wet being dragged along the ground, or like a frog being squashed...... Pitter patter....... A squelching sound......"
5328,Central Country soldier,H-hey......
5329,Central Country soldier,Do you hear it?
5330,Central Country soldier,B-behind you......
5331,Central Country soldier,Eh......?
5332,???,Grr...... Ggrrrr...... Roaaaarrrr.......!
5333,Central Country soldier,Aaaaahhhhh......!
5334,Figaro,......The wind changed.
5335,Rutile,Huh?
5336,Figaro,"Rutile, Mitile, Riquet. Gather your stuff. We're heading to the castle."
5337,Mitile,What about Mister Bradley?
5338,Figaro,He can probably manage. Things are looking pretty bad...... The chaos is spreading......
5339,Riquet,Is something going to happen? Should we warn the people?
5340,Figaro,"Tell them to close their doors and windows tight, and absolutely avoid going outside tonight."
5341,Riquet,Got i-....
5342,Central Country woman,Kyaah......!
5343,Central Country man,"Aaaaagh, run......!"
5344,Mitile,......! Everyone's running this way......! What happened over there!?
5345,Rutile,Are those...... The living dead......!?
5346,Central Country man,Help! Someone help me......!
5347,Living dead,Grrr......!
5348,Central Country woman,Eeeeeeek.....!
5349,Figaro,<< Possideo >>
5350,Living dead,Grrroar.......
5351,Central Country woman,......Thank you!
5352,Figaro,"Take caution and run. That goes for you three, too - flee with her!"
5353,Rutile,"What about you, Dr. Figaro!?"
5354,Figaro,Don't worry about me. Go on ahead first.
5355,Mitile,"B-but......! Please don't show off just because you're an adult! Dr. Figaro, you're not strong like the wizards from other countries, right!? I can't just leave you behind and run away......"
5356,Figaro,"Don't worry about me, Mitile. I'll catch up in no time."
5357,Mitile,"But, but......"
5358,Figaro,"Rutile, take care of Mitile and Riquet."
5359,Rutile,"......Got it. Dr. Figaro, please be safe!"
5360,Riquet,"Let's go, Mitile!"
5361,Mitile,Dr. Figaro......!
5362,Figaro,Be safe.
5363,Narrator,(Footsteps)
5364,Figaro,............
5365,Figaro,"Ah, this feels so good...... I was such a good person back there."
5366,Living dead,Grrr...... Gg...... Grrr......
5367,Figaro,"Now then, I'll take you on. I know, I know. You guys didn't want to be forced awake either - it's annoying, a real pain. But thanks to you, I looked pretty good. That's why, as my way of showing gratitude...... I'll gently turn you to dust. << Possideo >>"
5368,Living dead,Grrooarr......!
5369,Narrator,(Flash of light)
5370,Living dead,Grrrrrh.......!
5371,Narrator,(Flash of light)
5372,Living dead,Kaaaah......!
5373,Heathcliff,The living dead......!
5374,Cain,Dammit! We didn't make it in time!
5375,Living dead,Grr...... Grrr......
5376,Heathcliff,"Shino, watch out!"
5377,Shino,<< Matztzāh Sudipas >>!
5378,Heathcliff,"They're coming from under the bridge, too...... .......hh. << Repsevaivulp Sonus >>!"
5379,Cain,"Yeah, thanks to their rotting smell. Let me know if a citizen walks by."
5380,Heathcliff,Got it!
5381,Cain,I'll protect this castle - I swear on my honor as the leader of the Order of Knights! Even if they took away my title.
5382,Living dead,Roar......
5383,Cain,There you are! << Gladius Procella >>!
5384,Living dead,Roar...... Guh......
5385,Shino,You're pretty good.
5386,Cain,Naturally.
5387,Heathcliff,......! Someone's coming from the sky......!
5388,Cain,A wizard!?
5389,Shino,No. That's......
5390,Nicholas,............
5391,Shino,Nicholas......!
5392,Cain,......!? Nicholas!?
5393,Heathcliff,But something's wrong...... His limbs are twisted into black wings......
5394,Shino,Tch...... It's taken over his body. That guy's done for.
5395,Cain,Nicholas......
5396,Nicholas,Grr...... Roar...... Roaaaar......!
5397,Heathcliff,......!
5398,Shino,Heath!
5399,Narrator,(Splash)
5400,Cain,Where's Heath!? Is he all right!?
5401,Shino,"He fell under the bridge! Heath! Heathcliff, answer me......!"
5402,Nicholas,Roaaaar......!
5403,Living dead,Roaaaar...... Grrrrr......
5404,Cain,......This looks like trouble.
5405,Nicholas,Roaaaar......!
5406,Narrator,(Footsteps)
5407,Mitile,Pant... Pant... Will Dr. Figaro be all right!?
5408,Rutile,"He's a brilliant man, so I'm sure he'll be okay! Riquet, can you still run?"
5409,Riquet,......Yes! But may I ask a question......!?
5410,Rutile,"Yes, go on!"
5411,Riquet,Why are we running instead of flying......!?
5412,Mitile,............ Good point......
5413,Rutile,I got swept up because everyone else was running.....
5414,Skinny Central Country child,......Uu......
5415,Rutile,Ah...... It's the child who's keeping Mister Mithra's package.....
5416,Skinny Central Country child,......Uuu......
5417,Rutile,"He might be injured...... I'll quickly check on him! If anything happens, you two should take to the skies!"
5418,Mitile,Nii-sama!
5419,Skinny Central Country child,Uu...... Uuu......
5420,Rutile,Are you okay? You look so pale...... And your hands are so cold...... Are you carrying Mister Mithra's package by your stomach......? Was it always this big......?
5421,Skinny Central Country child,Don't touch me...... Uu...... ......Mine...... It's mine......
5422,Rutile,"Yours......? ...... Sorry, I'm going to roll up your shirt."
5423,Skinny Central Country child,Don't touch me...... Don't touch me......!
5424,Rutile,........ ............! This is......
5425,Mitile,Nii-sama! Was he okay? .........!
5426,Riquet,His stomach is swollen...... Like a snake that swallowed an egg......
5427,Skinny Central Country child,Uu...... So long as I keep this in my stomach...... It'll become mine...... Mister Mithra gave me...... My jewel......
5428,Rutile,Mister Mithra...... Mister Mithra put a jewel in your stomach?
5429,Mithra,That's right.
5430,Rutile,......Mister Mithra......
5431,Mithra,"You ran away, so I was forced to search for you."
5432,Skinny Central Country child,Uu...... It's mine......
5433,Mithra,You've been possessed by desire. I suppose the stone was too valuable for a child like you.
5434,Rutile,This child...... What's going to happen to him......?
5435,Mithra,He'll die. Because I'm slicing open his stomach to take out the stone.
5436,Rutile,How could you......
5437,Mitile,Mister Mithra! That's awful! I can't believe you'd do that to such a small child......
5438,Mithra,............
5439,Riquet,"Mitile, watch out!"
5440,Mitile,Huh?
5441,Rutile,"<< Ortonik Setomaouge >>! ......Mister Mithra, I can't believe you attacked Mitile......!"
5442,Mithra,I'm going to need all of you to die.
5443,Rutile,Eh......?
5444,Mithra,Hand over that child.
5445,Rutile,I can't! Ah......
5446,Narrator,(Clash)
5447,Mitile,Nii-sama......!
5448,Riquet,Rutile......!
5449,Rutile,"I'm all right! Run away, you two! I'm going to take this child and escape from here!"
5450,Skinny Central Country child,Uu......
5451,Mithra,You won't get away from me.
5452,Rutile,"Why don't you try keeping up with me in the sky, then! Let's go. Don't worry; there's nothing to be afraid of."
5453,Skinny Central Country child,......Uu...... My stomach hurts......
5454,Rutile,<< Ortonik Setomaouge >>!
5455,Mitile,Nii-sama......!
5456,Rutile,Both of you run! Head towards the castle!
5457,Mithra,Hand over that child.
5458,Rutile,"I refuse! I'm taking him to Dr. Figaro! Mister Mithra, you're awful...... I knew you were a Northern wizard, but...... I never expected you to do something so horrible! I'll forget every last memory I have of you, and......"
5459,Mithra,How would you like to die?
5460,Rutile,You aren't even listening to me!
5461,Mithra,Would you like to be burned to death? Or would you rather be roasted to a crisp by lightning? Let's try both.
5462,Rutile,......! Aaagh......
5463,Mithra,"Looks like you avoided a direct strike, but you can no longer keep flying."
5464,Skinny Central Country child,Uu...... Aah...... We're falling......We're falling......
5465,Rutile,......Don't worry....! I'll take you somewhere safe! Ugh...... He scorched my right arm...... But I need to keep flying......
5466,Mithra,He's tough.
5467,Narrator,(Flash)
5468,Rutile,Ugh......!
5469,Skinny Central Country child,Uu......
5470,Mithra,A powerless yet troublesome eyesore...... You're just like a pest.
5471,Rutile,"......That monkey's arm you gave me was plenty pathetic as well......! I was so scared of it as a child! I thought it was creepy, but you told me to take good care of it, so I even kept it by my pillow....!"
5472,Mithra,It's time for you to die.
5473,Rutile,"When Mother died, when Father died - when it was just Mitile and me - you were my heart's anchor, Uncle Mithra! But you've forgotten it all, and now you're messing everything up - Mister Mithra, you crappy idiot!!"
5474,Mithra,I do remember.
5475,Rutile,......!? Two Mister Mithras......!?
5476,Mithra,I will protect you. << Arthim >>
5477,Rutile,......!
5478,Akira,......! That flash of red in the sky just now......
5479,Oz,It's Mithra.
5480,Akira,Huh?
5481,Snow,Glad to know that he's nearby.
5482,White,But he might end up wrecking half the capital.
5483,Akira,Huh!?
5484,Oz,Mithra doesn't know how to hold back......
5485,Snow,"Well, it's better than letting this place become a capital of the dead."
5486,White,"Now, let's hurry to Arthur's side."
5487,Rutile,Th-the city is in ruins......
5488,Mithra,"Sigh...... My goodness, that was close. It looks like my doppelganger has also disappeared."
5489,Rutile,"I-I can't believe you! You're lucky everyone already fled to safety - if someone had still been outside, they would've been terribly injured!"
5490,Mithra,"Okay...... I only need to protect you, so."
5491,Rutile,Wh......
5492,Mithra,Where's the little brother? I need to find him and collect him.
5493,Rutile,Collect?
5494,Mithra,"That's right. I'm going to seal you two away and bury you deep underground in permafrost. I promised to protect you two, but I can't keep an eye on you all the time. If something happens to you, I'll lose my magic; I can't have that. Goodness...... I'm in so much trouble because I made that promise with Tiretta."
5495,Narrator,(Slap)
5496,Mithra,........... Hah......? Did you just punch me? A mere Southern wizard punched me.....?
5497,Rutile,......I did punch you. I apologize.
5498,Mithra,What?
5499,Rutile,"That's not what a promise is. Your heart is moved, your heart is resolved, and your heart binds the promise. Even in this world that is full of uncertainty, there are some things - some people - you can trust from the bottom of your heart. That is what a promise embodies. Did you promise Mother that you would seal me and Mitile away? Did you promise her that nobody else mattered, apart from the two of us?"
5500,Mithra,I didn't make a promise because I wanted to.
5501,Rutile,Then you don't need to protect us anymore. Just leave us alone.
5502,Mithra,I can't just do that - that's the problem!?
5503,Rutile,"If it's such a problem, then you never should've promised her anything in the first place! Why did you make a promise with Mother!?"
5504,Mithra,............ ......Tiretta said that she was probably going to die soon.
5505,Rutile,............
5506,Mithra,"I've lived a long life, so I'm used to parting ways with people. But I had known her for a long time, so...... Maybe I wanted to do something that would make Tiretta happy before we said goodbye."
5507,Rutile,Mister Mithra.....
5508,Mithra,"Tiretta was like a master to me. She taught me magic; she taught me how to live. She had no common sense, and she was an absolutely wild woman, but......"
5509,Rutile,Don't speak so rudely of my mother.
5510,Mithra,"......... When I told her, ""I will protect your children,"" Tiretta looked so happy......"
5511,Rutile,"......I'm sorry for yelling at you. Mister Mithra, you really cared for Mother in your own way. Just hearing your feelings...... That alone was enough to make me really happy."
5512,Mithra,Rutile......
5513,Skinny Central Country child,Uu......
5514,Rutile,"This is bad...... Mister Mithra, can you remove whatever is in this boy's stomach?"
5515,Mithra,Can I slice his stomach open?
5516,Rutile,I want to save him. Can you save him even if you have to slice his stomach open?
5517,Mithra,I've never really tried that. Will you complain if I mess up?
5518,Rutile,Um...... How about this? Can you find Dr. Figaro for me?
5519,Mithra,Certainly. That would be easy. <<Arth......>> ............!
5520,Rutile,Mister Mithra......!
5521,Mithra?,"I see the rumors about you were true, Mithra of the North. But......"
5522,???,You're no match for me.
5523,Mithra,......Who are you?
5524,Nova,Nova. Mithra of the North. I'll leave you my name as a farewell gift.
5525,Central Country soldier,Prince Arthur! The people are surging towards the castle! They speak of strange incidents......
5526,Arthur,"Open the castle gates, and let the people take refuge inside the castle."
5527,Vincent,Are you inviting people into the castle!? What happens if something nefarious sneaks in with them......
5528,Arthur,"Uncle, please speak no further. Set up accommodations at once."
5529,Vincent,What!?
5530,Arthur,"The cemetery, the Lunar Eclipse Palace - we warned you over and over again, Uncle! And yet you refused to listen each time! I hear you ordered the guards to hide what happened to Nicholas as well. Your actions brought this tragedy upon us. I will have you take responsibility."
5531,Vincent,Someone like you has no right to.......!
5532,Arthur,"Did you just say ""someone like me""?"
5533,Vincent,............
5534,Arthur,I am the successor to the crown of Central Country - the First Prince Arthur! Know your place!
5535,Vincent,......Yes......
5536,Arthur,"Oh no, I got too worked up...... They're going to start rumors about how terrifying wizards are again...... Hm? Someone's outside the window......"
5537,Snow in the portrait,Arthur!
5538,White in the portrait,Arthur!
5539,Arthur,"Sir Snow, Sir White! Sir Sage, and Sir Oz too......! I'm glad you're all safe!"
5540,Oz,"The twins are trapped inside the frame, but yes, we are fine. Is everything all right on your end?"
5541,Arthur,"No, things are looking quite terrible. The city is overrun with the living dead......"
5542,Snow in the portrait,Arthur. Oz just wanted to know whether you were hurt.
5543,Arthur,"Ah...... No, I'm not hurt anywhere. I'm doing fine!"
5544,Oz,"I see. The sun has set. I cannot be of much help, but the twins will lend you their strength instead."
5545,Snow in the portrait,"Arthur. In the worst case scenario, the city will become a capital of death, overrun by the living dead."
5546,White in the portrait,We shall set up a barrier around this castle. Let us lend you our strength.
5547,Arthur,Thank you! There is just one more thing I'd like to ask of you......
5548,Snow in the portrait,What is it?
5549,Arthur,Drummond and the Magical Technology Corps are working together to hold off the invasion of the dead. I would like to send them reinforcements......
5550,White in the portrait,Do not worry. We have already sent powerful support their way.
5551,Living dead,Roar....... Gr...... Grrrr......
5552,Drummond,......W-we're surrounded......
5553,Cock Robin,Sir Drummond...! They've broken through the barricade!
5554,Drummond,I-I see. Have the citizens all fled?
5555,Cock Robin,Yes......
5556,Drummond,"I'm sorry, Cock Robin. You're a newly-wed man, and yet I made you come along......"
5557,Cock Robin,"What are you saying, Sir Drummond!? We're getting out of this alive!"
5558,Living dead,Roar......!
5559,Cock Robin,Aaah! Here they come!
5560,Drummond,"Run, Cock Robin! I'll hold them back......!"
5561,Cock Robin,B-but......!
5562,Drummond,Just go!
5563,Living dead,Roar......!
5564,Drummond,Eeek.....
5565,Cock Robin,Sir Drummond......!
5566,Murr,<< Eanul Rambul >>!
5567,Cock Robin,H-huh!? Sir Drummond disappeared!?
5568,Drummond,Squeak! Squeak squeak!
5569,Murr,"That was surprising! You looked like you were about to get eaten, so I made you a mouse!"
5570,Cock Robin,Sir Drummond! Thank goodness you're safe......!
5571,Drummond,Squeak! Squeak squeak!
5572,Living dead,Guh...... Gr...... Grrr.......
5573,Shylock,"The flocking, maniacal dead...... This isn't a very beautiful sight."
5574,Rustica,I suppose this means I won't have to look for my bride right now.
5575,Chloe,"Mister Drummond, Mister Cock Robin! You guys have been through so much! Leave the rest to us!"
5576,Cock Robin,The Western wizards!
5577,Drummond,Squee squeak!
5578,Shylock,Grab ahold of your pen. We'll show you a series of miracles so bountiful that you won't be able to keep up.
5579,Rustica,"Oh, it's going to be on the record? Then I guess I need to show off a little."
5580,Chloe,Eh~! I would've worn my new clothes if I had known!
5581,Cock Robin,Y-you are all so relaxed.
5582,Murr,"Of course! We're wizards, after all!"
5583,Living dead,Roar........ Guh...... Grrr.......
5584,Mitile,"Pant, pant...... << Ortonik Sealsispilce >>!"
5585,Riquet,"Mitile, are you okay?"
5586,Mitile,I-I think I'm going to trip over my tongue......
5587,Riquet,"Mitile, your spell seems so difficult to chant......"
5588,Mitile,"I said the same thing to Dr. Figaro, but he said we should stick with this......"
5589,Living dead,Roar...... Guh...... Grrr.......
5590,Riquet,Here they come again!
5591,Mitile,"......Riquet, please try attacking them!"
5592,Riquet,"B-but, I've never used magic to attack anything! Father Priest forbade me......"
5593,Mitile,Now's not the time for that!
5594,Riquet,You're right......
5595,Mitile,Imagine something powerful! Give it a go!
5596,Riquet,Something powerful...... A tornado......? A big tornado......
5597,Living dead,Roar......!
5598,Mitile,Aaah.......!
5599,Riquet,............ << Sunrotea Edif >>!
5600,Narrator,(Woosh)
5601,Living dead,......Guaaah.......!
5602,Riquet,......!
5603,Mitile,"......! Th-that was some amazing force, Riquet!"
5604,Riquet,......That felt good......
5605,Mitile,Huh?
5606,Riquet,I-it's nothing! Ah......!
5607,Mitile,Wh-what should we do! There's so many of them in front......!
5608,Riquet,They're going to attack us from both sides!
5609,Living dead,Roar....... Guh...... Gyaah.......
5610,Riquet,<< Sunrotea Edif >>!
5611,Mitile,<< Ortonik Sealsi...... >>! ......I bit my tongue!
5612,Living dead,Roar...... Guh....... Gyaah......
5613,Riquet,Mitile!
5614,Mitile,............! No! I don't want to die......! If only...... If only I had great power......
5615,Bradley,<< Adnopotensum >>!
5616,Mitile,...........!
5617,Narrator,(Bam) (Bam)
5618,Living dead,.......Guh........!
5619,Nero,<<Adnodus Omnis >>!
5620,Living dead,Gah...... Guh.......!
5621,Riquet,Nero!
5622,Mitile,Mister Bradley!
5623,Nero,Are you all right!?
5624,Bradley,"That was a close call, you Central and Southern tinies."
5625,Mitile,"Where were you all this time, Mister Bradley!? I thought you came to do volunteer work!?"
5626,Bradley,"Hey, I saved you; that counts as volunteer work. Want me to charge you?"
5627,Mitile,"I thought you were cool for a second there, but nevermind! You're the worst!"
5628,Riquet,"Nero, why were you here?"
5629,Nero,I was doing some soul-searching?
5630,Riquet,Soul-searching......?
5631,Mitile,"Mister Bradley, Mister Nero! Please save my brother!"
5632,Nero,Was he attacked by the dead?
5633,Mitile,He was attacked by Mister Mithra......
5634,Nero,"Mithra, huh......"
5635,Bradley,I don't wanna fight Mithra. That guy doesn't know a thing about chivalry or justice.
5636,Riquet & Mitile,Please save him!
5637,Nero & Bradley,Uhh......
5638,Shino,"Heath! Heath, where are you!?"
5639,Living dead,Roar....... Guh.......
5640,Shino,Shut up and get out of my way! << Matztzāh Sudipas >>!
5641,Living dead,.......Roar.......
5642,Shino,......Heath......! These are...... Heath's clothes......?
5643,Narrator,(Low growling)
5644,Shino,............ Heath......?
5645,Narrator,(Swords clanging)
5646,Cain,......Nicholas! We'll settle this once and for all!
5647,Nicholas,Roar......
5648,Cain,......The wind pierces like sharp feathers...... I heard you wanted to be a wizard! Are you satisfied now that you've become a monster who can use magic!?
5649,Nicholas,Roar......
5650,Cain,"...... If you admired wizards, why didn't you say so!? If you had told us, we would've opened up our hearts! If you admired us, then why did you trample on us!? I admired you too! That's why I trained so hard - and surpassed you! Is that something only a wizard can do!? Of course not, right, Nicholas!?"
5651,Nicholas,Roar......
5652,Cain,<< Gladius Procella >>!
5653,Nicholas,......Gaahh......! ......Ahh......
5654,Cain,I'll grant you this final mercy: I'll end you before you shame yourself in front of Prince Arthur. With this very sword.
5655,Shino,Cain! Watch out......!
5656,Cain,......!?
5657,Cain,A...... black panther......!?
