name,line
Akira,What do you mean....?
Shino,He tries to hide the fact that he's a wizard. Because it might start rumors about Master and Mistress.....
Akira,.......
Shino,"There will be stupid naysayers no matter where you go. You just have to ignore them. That's what I keep telling him, but it's impossible for Heath. For me, being a wizard became a source of pride, but for him, it's what brings him shame. He's the son of a noble, so I'm sure he has a lot to deal with. ....I get that, but..... Every time he looks down, I feel like he's trying to keep me hidden. I feel like he's ashamed of me, too. Sage. That's why I want to become a hero. I want to become an incredible wizard who owns a giant castle. One that will immediately captivate anyone who sees it. And once I do, I'll declare myself Heath's friend. Then Heath won't have to feel ashamed of himself, right?"
Akira,Shino........
Narrator,Shino gazes at me with the eyes of a child begging for a rainbow. I laugh and grasp his hand.
Akira,"You're right..... Let's defeat the < Great Catastrophe > and become heroes who save the world. Let's build you a magnificent castle, Shino."
Shino,Can we? Really?
Akira,"I'll do my very best. I'll become an amazing Sage so that everyone will hear out my wishes. But you know... Even without a fancy castle, I think Heath is proud to call you his friend, Shino."
Shino,.........
Narrator,"Shino falls silent. His big eyes, filled with determination, quiver as if he's holding back tears. He grins, and lets out a laugh."
Shino,Thanks for the thoughtful comment.
Akira,You're welcome.... So what will you do about the party?
Shino,I'll go. I hear there's going to be some delicious pie. Though I bet it's no match for the ones that Mistress bakes.
Akira,Do you like pie?
Shino,It's my favorite food.
Narrator,(Footsteps)
Heathcliff,.....Shino!
Narrator,"We turn to see Heathcliff, awkwardly scratching the back of his neck."
Heathcliff,"....The party is about to begin. You should come too, Sir Sage."
Akira,I'll head over right now.
Heathcliff,What were you two talking about?
Shino,"We were bad-mouthing you, Heath."
Heathcliff,Huh!?
Shino,Just kidding. Let's go.
Narrator,"Shino laughs as he grabs Heath's hand and tugs him along. Heath looks worried at first, but gradually, he too breaks out into a smile. I want this world to become a place where they can smile together and be friends forever, without worrying about what anyone else thinks. I find myself wishing for that from the bottom of my heart."
Akira,"(I need to do what I can tonight to help the relationship between wizards and humans.....) (It may not be much, but there has to be something that I can do.)"
Drummond,"....And with that, I would like to conclude my speech. As the Minister of Magical Affairs, I offer well wishes to the heroes who have been tasked with fighting the < Great Catastrophe >..... The Sage and his wizards from the magic headquarters! Please give them a hearty round of applause!"
Narrator,(Applause)
Chloe,"Woah, this is amazing.... There's lots of people in fancy dresses.... And tons of gorgeous sweets, too....!"
Rustica,"Why are you hiding in the corner, Chloe? Come over here."
Chloe,"B-but are you sure they won't yell at me? We're wizards. Remember that time we went to the festival, and....."
Arthur,Wizards are the stars of this party.
Chloe,"Your Highness, Prince Arthur....."
Arthur,"Please just call me Arthur, Chloe. Thank you for preparing such lovely robes for us. I hope you enjoy yourself tonight."
Chloe,".....Thank you, Arthur....! ....Ah, I feel like I'm living a dream! Rustica, let's go see what everyone's doing over there! Oh! Wait, there's something over here, too!"
Rustica,"Ahaha. Sure. You have my thanks, Prince Arthur."
Arthur,The same goes for me.
Chloe,"Hurry, hurry!"
Rustica,"Slow down, you don't have to pull me along."
Arthur,"Haha..... Please enjoy yourselves to the fullest. I hope wizards will extend an invitation to humans, and humans, to wizards; take this opportunity to get to know each other. For tonight shall be a commemorable mixer between humans and wizards-...."
Akira,A-Arthur! I don't think we'd call this a mixer.....!
Arthur,"Really? All right then, it's a commemorable banquet to celebrate new meetings. Cheers!"
Murr,Cheers!
Shylock,Cheers. This champagne is better than last year's.
Murr,Is that a good thing?
Shylock,Very.
Central Country scholar,Good lord! Are you by any chance the great philosopher Murr?
Murr,Meo~w!
Central Country scholar,......!?
Shylock,I'm afraid not. He's just a stray cat.
Nero,"They're using some really good wheat for this bread.... I guess you'd expect no less from the royal kitchen. If he were here, I bet he would've scarfed it all down and made a real mess...."
Faust,Who is he?
Nero,...........
Faust,You're certainly secretive.
Nero,"....You're the last person I want to hear that from. Hey, where are you going?"
Faust,I'm headed out to take a break. My excuse is that I'm still recovering from my injuries.
Nero,"Yeah, sure - you mean you hate parties."
Faust,I mean I hate this castle.
Nero,....?
Central Country noblewoman,You're such an excellent dancer.... I never knew such gentlemanly wizards could exist.....
Rustica,"It's an honor, my beautiful lady."
Central Country noblewoman,Do you by any chance have a wife?
Rustica,"I'm currently searching for her. When I find her, I plan to trap her in my birdcage for eternity."
Central Country noblewoman,"My goodness, even your sense of humor is delightfully passionate....."
Rustica,"Oh, I'm quite serious. Would you like to enter this birdcage as well?"
Chloe,"Rustica! I was looking for you! Come on, we're headed that way!"
Rustica,"....Excuse me, dear lady. I hope to see you again."
Chloe,"Rustica, you're seriously too soft when it comes to women."
Rustica,"Do you still have trouble with them, Chloe?"
Chloe,"Just a bit.... I mean, I know they're not all like my family, but. I love how kind everyone here is! They told me my clothes were fashionable!"
Rustica,That's wonderful.
Rutile,It's so lively and fun. I wish I could've brought my students along.
Lennox,"The parties you held at school were lovely too, Rutile."
Rutile,"Thank you. Ah, that hat is so cute! I wonder if I can recreate it with the fabric we have at school?"
Lennox,You should ask Chloe how to make it.
Rutile,"Yes, I will!"
Cain,"What's wrong, Riquet? Why do you look so gloomy - aren't you excited about the party?"
Riquet,"I can tell that you certainly are, Cain.... There's lipstick on your collar....."
Cain,"No, no, don't get the wrong idea! I just got caught by a rather drunk lady."
Riquet,Really....?
Cain,"Of course. I know how to exercise proper judgment - I'm a knight, after all."
Riquet,Sigh......
Cain,"How about you, Riquet? What's going on?"
Riquet,I think I saw someone from the Church during the parade. ....He was glaring at me.....
Cain,"Oh, so that's what was bothering you? Hey, forget about the church and enjoy the party. Look at all these sweets."
Riquet,What is this..... There's dirt on this street lamp-colored fruit......?
Cain,"It's not dirt, it's chocolate. This is a chocolate-covered orange. Give it a try."
Riquet,..... This dirt is delicious.....!
Cain,"Please, it's not dirt."
Narrator,I smile as I observe everyone having fun at the party.
Akira,I'm glad everyone seems to be having a good time.
Snow,"Indeed, indeed."
White,We're having fun too.
Figaro,"How about you, Sir Sage? Are you enjoying yourself?"
Akira,"Ah, yes. But I'm not really used to this kind of thing....."
Figaro,"Huh, how cute. If you're looking for a little more fun, how about a dance with me?"
Akira,Huh?
Narrator,"I draw back at Figaro's mischievous grin. He's a bit of a mysterious person. The Southern wizards are all modest and pure, but Figaro alone stands out: he's always composed, and he seems strangely powerful. He must know Snow, White, Arthur, and even Faust - yet he tries to keep his connections a secret. He's kind, but enigmatic. Even now, a cold light lies in the depths of his soothing, smiling eyes. I'm overwhelmed as he takes an audible step towards me."
Figaro,"Don't be shy. Whether you're a man, a woman, an elderly person, a dog, or even the catastrophe itself.... I will dance with you as if I am embracing my dearest beloved. And together, we'll share a passionate dream for a fleeting moment.... Doesn't that sound just lovely? How about it? Now, please lend me your hand."
Narrator,"He graciously offers me his hand, but my nerves are still buzzing. Figaro's words are seductive, and his smile, charming - I can tell that he's trying to seem harmless. But there's still something strangely terrifying about him: if I take his hand, I feel like I'm going to get swallowed whole."
Akira,"Ah... No, I think I'll pass....."
Figaro,But why?
Akira,"Ahaha.... I've never danced before, you see. Please feel free to invite someone else."
Figaro,But I want to dance with you.
Akira,....Why....?
Figaro,Because I want to make you my puppet.
Narrator,Figaro replies calmly with a smile.
Figaro,The Sage keeps the wizards in the magic headquarters together. If I want him to do my bidding - don't you think the fastest way to accomplish that would be to make him fall in love with me?
Akira,What....?
Figaro,"Because when you fall in love, you can give up your heart to those you do not trust - and even to those you loathe. I'm asking you to join me in that act. ....How about it? Won't you dance with me?"
Narrator,"I can't believe my ears; he's saying such horrific things in such a kind, sweet voice that it makes my head spin. I stare at Figaro in shock. He's neither making a fool of me, nor is he trying to laugh at me. He just continues smiling with a kind, gentle gaze."
Akira,Is this a wizard's joke....?
Figaro,"Maybe so. Why don't you see for yourself? Whether I'm a man who will hurt you, or a man sweeter than honey. Whether I'm poison or medicine.... You'll find out when you take my hand."
Narrator,"His eyes, deeper than the sea, gaze into me as if soothing a child. I almost reach out in spite of myself. But then......"
Mitile,Dr. Figaro!
Akira,.......!
Figaro,"Oh, Mitile. What is it?"
Narrator,"I snap back to my senses at Mitile's voice. Figaro seems like a completely different person again as he turns around to greet Mitile with a friendly, peaceful smile."
Mitile,"Don't go wandering off on your own like that. I said I'd keep an eye on you so that you wouldn't drink too much, Dr. Figaro. Remember?"
Figaro,That's right. Sorry about that.
Mitile,Were you secretly drinking lots of alcohol?
Figaro,I'm not so ill-mannered. I was just chatting with Sir Sage - isn't that right?
Narrator,Figaro winks at me facetiously. I nod absent-mindedly.
Akira,Ah... Yes....
Mitile,"Geez. You were the one who said you'd drink less as your New Year's resolution, Dr. Figaro."
Figaro,"I know. I won't do anything to make you worry, Mitile."
Mitile,"I'll hold you to your word, okay! You really do need me to keep an eye on you, Dr. Figaro. You have to show everyone how good Southern Country is so that wizards from other countries won't make fun of us."
Figaro,"Ahaha.... I'm not too good at that sort of thing, you know."
Mitile,Geez~! Try harder!
Narrator,"Figaro looks like a hapless father as Mitile takes his hand and drags him away. He's a completely different person from earlier. I'm still stunned, motionless. Next to me stand the two others who were also watching him."
Snow,Scary.....
White,What was that......
Akira,"Snow, White....."
Snow,"I'm sorry, Sage. Figaro doesn't mean to hurt you."
White,He's just a terrible person from his very core......
Akira,Wh... What kind of person.....
Narrator,"Before I can ask any further, a stir of excitement suddenly runs through the crowd."
Central Country man,"It's His Royal Highness, the king's brother!"
Central Country man,Lord Vincent has arrived!
Arthur,......My uncle......
Narrator,"A magnificently-dressed man steps into the room, and the crowd of people bows their heads reverently. Including Arthur. Cain comes to stand next to me, whispering quietly into my ear."
Cain,"That's His Royal Highness, Lord Vincent. He's the king's brother and Prince Arthur's uncle. I can't see him, but you can, right?"
Akira,Yes...... There's a man who everyone is bowing their heads to. That must be him......
Cain,"His Majesty was often ill, so Lord Vincent stepped in to manage the kingdom's affairs until Prince Arthur returned. He's a ruthless pragmatist, so he's tolerant towards people who show talent. But he's relentlessly harsh on those who fall behind or show the slightest hint of incompetence. Rather than rely on the vague uncertainties presented by magic, he prefers magical technology, which he can control with precision."
Akira,Magical technology?
Shylock,"It's an ashen-colored technology born from Western Country, utterly lacking in any sense of beauty."
Narrator,"Before I know it, Shylock has appeared at my side. He draws from his pipe as he raises an eyebrow in a rare show of irritation."
Shylock,Magical technology allows you to generate magic through scientific tools which are fueled by mana stones.
Akira,So humans can use magic too?
Shylock,Yes. Without sacrificing a thing.
Narrator,Shylock blows out smoke from his pipe like a cold sigh.
Shylock,"If you attain comfort without laboring your heart or body, what kind of joy exists in that? I adore all forms of desire. But this - this is so unrefined, idle, and lacking in imagination."
Cain,"You've got an interesting perspective. So you don't hate how it allows humans to use magic, but it goes against your sense of aesthetics."
Shylock,"I am the master of a bar, after all."
Narrator,"Shylock smiles, narrowing his eyes; his gaze settles on us like he's humouring children."
Shylock,"Good wine is seductive. Likewise, temptation lies coiled like a snake inside all the pleasures this world has to offer. Such temptation ensnares the hearts of people, just as powerful magic does. And that is precisely why restraint is so beautiful. Like the agony of a holy man who must turn a deaf ear to the seductive allure of all the beauties in the world - isn't resistance in the face of pleasure the most luscious thing?"
Cain,"......Leaving aside whether I agree with you or not...... When you start talking, this palace ballroom starts to feel like a nighttime lounge......"
Shylock,"The pleasure that arises from releasing your hold on moderation and reason does not bring about the slightest conflict. Without conflict, there is no depth. And without depth, there is no flavor. Magical technology may drive many to a drunken stupor, the same way cheap wine does, but...... One day, it will create the worst hangover that this world has yet experienced."
???:,............
Narrator,"A man glares intently at Shylock, seeming to have overheard his speech. Shylock pays him no attention. At that moment, Arthur approaches Mister Vincent, and they start to exchange courteous greetings."
Arthur,Uncle Vincent. Welcome; thank you for coming today.
Vincent,I see the party is as lively as it is every year. Despite the fact that the wizards failed to defeat the < Great Catastrophe > and caused us such devastating casualties this year.
Arthur,That's......
Vincent,I know; this is a festive occasion. I won't say anything further.
Arthur,......Yes......
Narrator,Arthur bows deeply. The man standing diagonally behind Mister Vincent speaks up in his stead. It's the man who glared at Shylock earlier.
Nicholas,"I belong to the Special Forces Unit of the Magical Technology Division. I am Nicholas, captain of the Magical Technology Corps."
Arthur,"I know. You used to be the general of the Order of Knights, but you went on to study magical technology in Western Country; you only just returned a few months ago."
Nicholas,"Pleased to make your acquaintance. Now that you have our Magical Technology Corps, there should be no foreseeable need of the Sage's wizards."
Narrator,"At Mister Nicholas' words, a stir ripples through the crowd at the party. Quite a few amongst the wizards furrow their brows in displeasure."
Shino,Looks like someone's got a big mouth.
Heathcliff,"Hold it, Shino."
Cain,"Captain Nicholas...... He quit the Order of Knights after he lost to me, but he's been talking big ever since he got his hands on that magical technology."
Shylock,Drunks who have consumed too much cheap wine tend to boast quite loudly.
Narrator,My eyes dart anxiously back and forth between Arthur and Mister Nicholas.
Arthur,"......What are you trying to say, Nicholas?"
Nicholas,"Aside from Prince Arthur, the knight Cain, and the noble from Blanchett, the wizards are a bunch of rogues. We can't say for sure whether they fought the < Great Catastrophe > seriously. Did they truly try to save the world? As Lord Vincent says, it is imperative that we carry out a thorough investigation to assess the cause of this year's disastrous outcome. That is to say: did the threat of the < Great Catastrophe > actually grow stronger, or was it mere negligence on the wizards' part?"
Arthur,"Did you say negligence......? You're overstepping, Nicholas. Do not forget that they lost their very own comrades."
Nicholas,"Well, with all due respect, Prince Arthur. We don't even know how their comrades turned into stone. For all we know, they might have had a falling out amongst themselves and caused an internal conflict."
Arthur,How preposterous...... Why would they be killing each other on the eve of the battle with the < Great Catastrophe >?
Nicholas,"There's no evidence to disprove the possibility. The battle between the < Great Catastrophe > and the Sage's wizards is kept a close secret, after all. Wizards who participated in the previous battle might be lauded as war heroes - but they are also war criminals who brought about immense pain and suffering."
Narrator,"Nicholas' cold voice rings out across the room. What he's saying is that the wizards lost their comrades because they didn't do their jobs. Shylock re-crosses his arms, lifting an eyebrow and murmuring lightly."
Shylock,...... Thank goodness Faust isn't here right now.
Murr,You're right! That guy would've been cursed to death!
Cain,"If Prince Arthur weren't there, I'd have slugged him myself."
Snow,"Oh my. The Eastern wizards, the Western wizards, and the Central wizards are all so scary......"
White,That's right. Us Northern wizards are the only gentle ones around here......
Heathcliff,"Please, I don't quite see how the Northern wizards could be described as gentle. You must be talking about the Southern wizards. See, like Mister Rutile......"
Narrator,"At that moment, the Southern wizard Rutile walks right up to Nicholas."
Rutile,What do you mean by that!?
Heathcliff,............
Shylock,I'm afraid there's no such thing as a gentle wizard.
Murr,"You're right! North, South, East, West, Central - we all love to fight!"
Cain,"I always thought the little brother seemed pretty strong-willed, but I guess that goes for the older one too."
Snow,"Well, he is the son of the great witch Tiretta."
White,Tiretta was a woman with a temper. You really can't fight your bloodline.
Nicholas,You insolent fool. Give me your name.
Rutile,"I am the Southern wizard, Rutile. May I ask - when you speak of these useless wizards, are you referring to the Southern wizards who died in battle, and everyone here who survived?"
Nicholas,"Yes, exactly. They failed to prevent the < Great Catastrophe > from drawing close, causing an unforeseen level of disastrous damage. What else could you call them but useless?"
Rutile,"Then what are you? You, who did not even fight the < Great Catastrophe >? I believe that would make you less than useless, would it not?"
Narrator,"At Rutile's words, Nicholas' imperturbable expression dissolves."
Nicholas,You insolent wizard....... You think you can get away with such arrogance simply because you can use magic? I'll show you!
Arthur,"Stop it, Nicholas! The Southern wizards all died in the last battle. There were people he knew among them! You are the one who made inappropriate remarks on this celebratory occasion. You are the one who ought to apologize!"
Nicholas,"Prince Arthur! Do you mean to side with these wizards over me, when my military family has served the crown for generations?"
Arthur,I am not siding with anyone! I am assessing the situation from an objective standpoint....
Vincent,"Do not blame him, Nicholas. Arthur is still young. Of course he would side with the wizards. He must still hold a grudge towards his own mother, the Queen, for abandoning him."
Arthur,......I bear no resentment towards Mother.
Vincent,"Is that so? Then you truly are a wizard. A normal human would despise his parents if they abandoned him. As a normal human, I simply cannot understand."
Arthur,...... Why do you refuse to listen to anything we have to say!? What is wrong with what I've said? What is wrong with what Rutile said!?
Nicholas,"Please stop acting like you're the victim here: you are the ones who possess such terrifying power. What strikes fear into the people's hearts isn't just the < Great Catastrophe > - it's you wizards, too."
Arthur,"We are all trying to be helpful! That goes for myself, and everyone here in this room......"
Nicholas,"That might be true for you, Prince Arthur, but it does not mean that the other wizards feel the same way. As we can see, neither the legendary wizard Oz nor the Northern wizards have seen fit to gather here with us today."
Arthur,......That's........
Nicholas,"They do not care about the people suffering in this world. That is why they have turned their backs on their roles, and brought about so many casualties. I am certain that the Southern wizard who dared call me useless will likewise run away one day. We need to educate him properly before that happens. Take him away."
Narrator,(Rustle)
Rutile,.......Let go of me......!
Arthur,"Stop it, Nicholas......!"
Mitile,"Nii-sama......! What should we do, Dr. Figaro......."
Figaro,"Oh boy...... Don't kill them, Lennox."
Lennox,I'm not you.
Snow,This won't do! You mustn't lay a finger on the humans!
White,We'll end up fighting the humans before we fight the < Great Catastrophe >!
Narrator,At that moment......
Narrator,(Thunder)
Narrator,A resounding crash of thunder reverberates throughout the room.
Akira,......!
Narrator,"In an instant, the cloudless blue sky is engulfed by dark, rolling clouds. Even though the wind is still, the lights in the room go out, plunging the animated ballroom into a grey, ominous darkness."
Central Country man,Eeek......!
Central Country man,What in the world......!?
Central Country man,It can't be...... Did the < Great Catastrophe > approach again......
Vincent,......Impossible......
Narrator,"The windows rattle violently, and everyone holds their breath at the unsettling atmosphere. A strained silence hangs oppressively in the air, marking the unexpected turn of the night. Suddenly, a man's low voice rings out."
???,<< Arthim >>
Central Country man,............!? What was that.......!?
Central Country man,Was that a magic spell......!?
Snow,......That voice just now......
White,Could it be Mithra......!?
Akira,Mithra......!?
Narrator,"At that name, I recall what the sage's manual says about Mithra. ""Mithra. Maximum warning."" ""Don't be fooled by his looks and his polite speech."" ""He's a beast. He'll kill you."" And then...... Bang! The ground starts to shake."
Akira,............!?
Narrator,(Rumbling)
Akira,............!?
Central Country noblewoman,Eep......!
Rustica,"Oh no. Are you all right, my lady?"
Drummond,"M-Mithra of the North......! He's savage and brutal, and his magical power is second only to Oz's......! C-could he have heard us just now - is he coming for us in a fit of anger?"
Nicholas,Th-that can't be......
Narrator,(Thud)
Vincent,......Secure the castle perimeters!
Central Country nobleman,Eek......! The Northern wizards are going to kill us all......!
Snow,"Shylock, Murr. If Mithra starts a rampage, do you think you could stop him?"
Shylock,Of course not.
Murr,No way.
White,Thank you for your immediate response.
Shylock & Murr,You're welcome.
Cain,Should we get Faust? But I guess he might just side with Mithra....
Figaro,"No, he's actually quite a softie, so I don't think he'll harm any innocent civilians...."
Shino,Sounds like fun. I'll take him on.
Heathcliff,Don't be an idiot! Stand back!
Shino,Did you just call me an idiot?
Heathcliff,....You can only be so bold because you don't actually know Mithra.....
Shino,........
Heathcliff,....What should we do.... Sir Oz is the only one who can defeat him......
Rutile,....Mithra....? Could he be.... Uncle Mithra....?
Arthur,"Uncle, watch out! Behind you!"
Vincent,.............!
Narrator,"At Arthur's voice, everyone turns to look behind Vincent. A giant, glowing door mysteriously materializes into the space where there had only been a wall."
Narrator,(Creak)
Narrator,"The door swings open, pale light spilling from the cracks."
Akira,..............
Arthur,This is.......
Narrator,"Arthur moves to shield Mister Vincent, narrowing his eyes against the bright light emanating from the door. Something blows into the room through the open door. - It's a blizzard."
Akira,............!
Narrator,"When my eyes grow used to the brightness, I see him."
Narrator,"A young man, leaning wordlessly against the door, silvery flakes of fine snow falling onto his shoulders. Exuding an air of striking sensuality, he is too handsome a man to call a beast."
Mithra,"Hello. I'm the Northern wizard, Mithra. Though I suppose I am an uninvited guest. Excuse me."
Narrator,"With an easy languor to his movements, he pushes his tall, slender figure off the doorframe and walks forward. Snow, White, Shylock, and even Figaro look nervous. And then the looks on their faces turn to despair. Because Mithra isn't the only figure to emerge from the door."
Snow,....Owen....
White,So you came too.....
Owen,....... Haha.......
Narrator,"The young man, as lifeless as a corpse, smiles faintly. The moment I set my eyes on him, my skin prickles with goosebumps. The depths of his smiling eyes hold no trace of human emotion. They emit only a cold, terrifying light. But I am familiar with the colors of his eyes."
Owen,How rude. Is nobody going to welcome me? I'm the Northern wizard Owen. Nice to meet you.
Narrator,Owen's footsteps echo quietly as he cuts his way across the room. Everyone stares at their feet in cold despair; nobody wants to make eye contact with him. With the exception of one person.
Cain,Owen....!
Owen,"...Oh my, Sir Knight. It suits you quite well - my eyeball, that is."
Akira,(That's right....) (Owen is the one who stole Cain's eye.....)
Cain,So you're the only person I can see..... This is some cruel irony.
Owen,Fufu... What are you talking about?
Narrator,"Owen smiles sardonically, turning to look back at the door. The person who steps out next is someone I've met before."
Bradley,"Tch.... Northern wizard, Bradley."
Akira,......Bradley......!
Narrator,"It's Bradley, who suddenly disappeared the other night. Someone told me that he was a prisoner."
Bradley,Just when I thought I could finally kick back and get away from it all... I had to get dragged back into this fucking mess.
Narrator,"Bradley brushes the snow off himself and strides forward into the room. At the sight of Bradley's figure, one person stands rooted to the spot in bewilderment."
Nero,............
Bradley,"Hey, Nero. It sure has been a while. Did you have fun going clean and washing your hands of the bandit gang while I was stuck in jail?"
Riquet,.......Bandit gang......?
Nero,......This has nothing to do with you.
Bradley,"Ahaha! That crest! So you were chosen too, Nero!"
Nero,...............
Narrator,"The sudden arrival of the three Northern wizards... Sinks the atmosphere of the magnificent ballroom into terror and despair. A clear demonstration of the overwhelming power they wield. Mithra. Owen. Bradley. If they put their minds to it, they could easily take this castle for themselves. Even Mister Vincent doesn't dare move a muscle. Yet they show no signs of attacking. They simply turn towards the strange door behind them, looking annoyed. As if waiting for someone."
Narrator,(Footsteps)
Narrator,The last person to step out of the door is......
Oz,..........
Akira,....Oz.....
Arthur,......Sir Oz......!
Narrator,"-Oz, holding his mysterious staff in one hand. The strange door waits for Oz to cross its threshold before easing shut with a solemn thud. Then it vanishes, as if a mere illusion, leaving behind only a light dusting of snow. Everyone stares at Oz in sheer disbelief. Oz doesn't say anything."
Akira,(Oz...... Did he.......) (Did he hear us out......?) (That's why he forced the Northern wizards into submission and brought them here......)
Oz,"I'm the Central wizard, Oz. Now all of the Sage's wizards have assembled. Younger brother of the King of Central. If you are still dissatisfied, speak your mind now."
Vincent,.............
Narrator,"Faced with Oz's glare, Mister Vincent looks away, like he's trying to escape."
Vincent,......I extend a sincere welcome.
Narrator,Everyone in the ballroom breathes a sigh of relief at the reply bitterly wrung out of Mister Vincent's throat. Murr smiles and raises his glass.
Murr,"Alright then, let the party go on!"
Narrator,"The cheering continues, and the party vigorously swings back to life."
Narrator,(Footsteps)
Narrator,"Arthur runs up to Oz's side, a smile stretched over his face."
Arthur,Sir Oz! Thank you very much!
Oz,........
Narrator,He looks at Arthur without saying a word and then curtly averts his eyes.
Oz,There is no reason for you to thank me.
Arthur,"...Ah.... Yes, I am aware. But you made everyone so happy."
Oz,........ Sage.
Narrator,"Oz says, looking at me."
Oz,I've fulfilled my duty.
Narrator,"And then, just like that- For the first time, all of the wizards of the magic headquarters have gathered together."
Narrator,"Some tension still lingers in the air, but everyone seems to be enjoying the party. I observe Mithra. His tall, slender figure makes for an attractive sight; his cool gaze would probably cause riots amongst girls."
Akira,"(He has such a polite manner that I can't really see what makes him a ""beast,"" but......)"
Narrator,"Just as the thought enters my mind, Mithra reaches forward with long fingers that look like they belong to an artist, and grabs a piece of meat."
Akira,............!
Mithra,......Chomp.......
Narrator,"And then he bites into it, gnawing and tearing off huge chunks. Mithra chews away without sparing a thought for his handsome face, his fingers and lips sticky with grease."
Akira,"(......He has such a pretty face, but......)"
Snow,"Glad you came, Mithra. I was worried that the gates of hell would burst open."
Mithra,Oz dragged me here by force......
Narrator,"Mithra showcases his lack of manners by licking his fingers and narrowing his eyes in resentment. His behavior is vulgar and wild, but there is a languid attractiveness to him."
Mithra,I really will kill him one day.
White,"Now, now. Thanks to him, you get to eat this delicious food."
Mithra,It's all the same once it ends up in your stomach.
Snow,"Oh, that's right. Let me introduce the sage."
Narrator,I wince when Snow and White direct the conversation to me. Mithra looks over at me nonchalantly.
Akira,"Ah...... I'm the Sage, Akira. Nice to meet you."
Mithra,Yeah. Hello......
Narrator,"Mithra greets me offhandedly, then suddenly brings his face close to mine. He sniffs around the nape of my neck, and steps back like nothing happened."
Mithra,I see.....
Akira,(W-what was that.......!?)
Mithra,"By the way, why was I called here? Are you sure I don't have to defeat anything or kill anyone?"
Snow,You certainly are hot-blooded. The Sage will assign you a role - try asking him.
Akira,Eh!?
Narrator,"I flounder as the topic swings back to me. Mithra sinks his teeth into the meat, tilting his head to one side."
Mithra,What should I do?
Mithra,What should I do?
Akira,"Um... For today, please have an enjoyable night with the other wizards and the people of Central."
Mithra,...... That's it?
Akira,Th...... That's it.
Narrator,"Mithra gazes at me for a moment, then breaks into an amused smile."
Mithra,Ahaha.
Narrator,"He smiles, as carefree as a child. I'm mesmerized by this unexpected expression. Mithra shakes his head cheerfully."
Mithra,"Oh, most certainly. Oz should have just said that from the start."
Akira,Wh...... What did Oz tell you?
Mithra,"He said, ""Obey me."" Naturally, we ended up trying to kill each other. He really infuriates me."
Narrator,"Mithra lifts a hand, still sticky with grease, to sweep his long fringe aside. I reflexively grab a napkin and stuff it into his hand. Mithra blinks at me with a confused look on his face."
Akira,"Um, you'll get grease in your hair if you do that, so I think you should wipe your hands first."
Mithra,What's wrong with that?
Akira,"I... I mean, if you're okay with it..."
Mithra,"Okay... I'll try using it, then."
Narrator,"Mithra wipes his fingers with the napkin, still looking slightly mystified. When I point to his lips, he uses the napkin to wipe his mouth as well. For some reason, the twins look deeply moved."
Snow,I never thought I would witness Mithra wiping his mouth with a napkin....
White,You really do live to see all sorts of wonders....
Narrator,"Mithra looks like he'd be suited for an elegant dinner at a high-class restaurant, yet he's incredibly informal when it comes to a lot of things. As soon as he wipes his hands, he grabs an ornamental apple and bites into it."
Mithra,"Well then, I'll take a walk around. I just have to be nice to the people who speak to me, right?"
Snow,I don't think anyone will try to speak to you... You should try speaking to them instead.
Mithra,Okay...... What should I say?
White,"You could say, ""Hello""?"
Snow,"Or something like, ""It's lovely weather""?"
Narrator,Mithra laughs wryly with a shake of his shoulders.
Mithra,I understand. Humans certainly take it into their minds to do foolish things.
Snow,Don't kill them.
White,You must not kill them.
Mithra,"Well, I'll try my best."
Narrator,"Mithra strolls off, and the twins watch his back before turning to me."
Snow,"We're a little worried, so we'll go follow him."
White,"Sage, take your time and enjoy yourself too."
Akira,"Yes, I understand."
Narrator,"I nod, seeing them off. I feel a brief sense of relief; I was terrified of Mithra, but I managed to speak to him normally. At this rate, maybe I can have a conversation with Owen, too. With that thought in mind, I look around the room. My eyes land on Owen immediately. -He, too, is looking right at me. With a smile on his face."
Narrator,"The next moment, I find myself on the balcony."
Akira,Huh......!?
Owen,Hey.
Akira,Owen...... We were inside just a moment ago.....
Owen,I called you here.
Akira,You did....?
Owen,"I have no friends, so I wanted you to speak to me. Sir Sage."
Narrator,"I gaze at Owen incredulously, because I've heard so many scary rumours about him. Owen smiles sadly."
Owen,That look on your face... It's fine. I'm used to it. Was I a bother? I'll send you back inside.
Akira,Ah... I'm sorry. I didn't mean to.....
Narrator,I'm taken aback by how lonely Owen looks. But now that I think about it - all my knowledge of him comes from rumors. I don't know the real Owen.
Akira,"Let's talk, Owen. I wanted to speak with you too."
Owen,Talk about what?
Akira,"Um.... I'd love to know what kind of person you are, Owen. We will probably be seeing a lot of each other from here on out, so I want to get along...."
Owen,Ahaha.....
Narrator,Owen smiles faintly. The setting sun burns behind him. Beautifully ominous purple clouds drift across the sky.
Owen,I want to talk about myself too. But I don't know much about myself.
Akira,Huh....?
Owen,"But I do know about you - you, the Sage who is all alone."
Narrator,"His eyes - the same color as Cain's - glint with amusement. And as I stare into those eyes, I'm overcome by a sudden surge of loneliness."
Owen,Want me to tell you?
Akira,About what....?
